text,year,location
Hockessin Fire Co. Hockessin 3,600

Holloway Terrace Fire Co. Holloway Terrace 3,600

Houston Volunteer Fire Co. Houston 3,600

Indian River Volunteer Fire Co. Indian River $ 3,600

Laurel Fire Dept., Inc. Laurel 3,600

Leipsic Volunteer Fire Co. Leipsic 3,600

Lewes Fire Department, Inc. Lewes 3,600

Little Creek Volunteer Fire Co. Little Creek 3,600

Magnolia Volunteer Fire Co. Magnolia 3,600

Marydel Volunteer Fire Co. Marydel 3,600

Mill Creek Fire Co. Marshallton 3,600

Millsboro Fire Co. Millsboro 3,600

Millville Volunteer Fire Co., Inc. Millville 3,600

Milton Volunteer Fire Co. Milton 3,600

Minquadale Fire Co. Minquadale 3,600

Minquas Fire Co. No. 1 Newport 3,600

Odessa Fire Co., Inc. Odessa 3,600

Port Penn Volunteer Fire Co., Inc. Port Penn 3,600

Rehoboth Beach Volunteer Fire Co., Inc. Rehoboth Beach 3,600

Roxana Volunteer Fire Co. Roxana 3,600

Seaford Volunteer Fire Department, Inc. Seaford 3,600

Selbyville Fire Co., Inc. Selbyville 3,600

Slaughter Beach Memorial Fire Co. Slaughter Beach 3,600

South Bowers Fire Co. South Bowers 3,600

Talleyville Fire Co., Inc. Talleyville 3,600

Townsend Fire Co., Inc. Townsend 3,600

Volunteer Hose Co., Inc. Middletown 3,600

Wilmington Manor Volunteer Fire Co., Inc. Wilmington Manor 3,600

TOTAL $ 208,800

(d) There is appropriated to the listed fire companies the following sums to be used for the maintenance of aerial or platform trucks and for the training of personnel in the techniques of extinguishing high-rise fires throughout Delaware:

New Castle County

Aetna Hose, Hook and Ladder Co. Newark $ 4,200

Brandywine Hundred Fire Co., No. 1 Bellefonte 4,200

Christiana Fire Co. Christiana 4,200

Claymont Fire Co. Claymont 4,200

Clayton Fire Company Clayton 4,200

Delaware City Fire Co. Delaware City 4,200

Elsmere Fire Co. Elsmere 4,200

Five Points Fire Co. No. 1 Richardson Park 4,200

Goodwill Fire Co. No. 1 New Castle 4,200

Hockessin Fire Co. Hockessin 4,200

Mill Creek Fire Co. Marshallton 4,200

Talleyville Fire Co., Inc. Talleyville 4,200

Volunteer Hose Co., Inc. Middletown 4,200

Wilmington Manor Volunteer Fire Co. Wilmington Manor 4,200

Kent County

Bowers Volunteer Fire Co. Bowers $ 4,200

Carlisle Fire Co. Milford 4,200

Citizens' Hose Co., No. 1, Inc. Smyrna 4,200

Harrington Fire Co. Harrington 4,200

Frederica Fire Co. Frederica 4,200

Hartly Volunteer Fire Co., Inc. Hartly 4,200

Robbins Hose Co. Dover 4,200

Sussex County

Bethany Beach Volunteer Fire Co. Bethany Beach $ 4,200

Delmar Fire Department, Inc. Delmar 4,200

Georgetown Fire Co., Inc. Georgetown 4,200

Indian River Fire Company Indian River 4,200

Laurel Fire Volunteer Fire Department Laurel 4,200

Lewes Fire Department, Inc. Lewes 4,200

Millsboro Fire Co. Millsboro 4,200

Millville Volunteer Fire Co. Millville 4,200

Milton Volunteer Fire Co, Inc. Milton 4,200

Rehoboth Beach Volunteer Fire Co., Inc. Rehoboth Beach 4,200

Roxanna Fire Company Roxanna 4,200

Seaford Volunteer Fire Co., Inc. Seaford 4,200

Selbyville Volunteer Fire Co., Inc. Selbyville 4,200

TOTAL $ 142,800

(e) There is appropriated to the listed fire companies the following sums to be used for the maintenance and operation of rescue boats in the public service:

Bethany Beach Volunteer Fire Co. Bethany Beach $ 2,600

Blades Volunteer Fire Co., Inc. Blades 2,600

Bowers Volunteer Fire Company Bowers Beach 2,600

Citizens Hose Company Smyrna 2,600

Dagsboro Volunteer Fire Company Dagsboro 2,600

Delaware City Fire Co. Delaware City 2,600

Goodwill Fire Co. No. 1 New Castle 2,600

Holloway Terrace Fire Co. Holloway Terrace 2,600

Indian River Volunteer Fire Co. Indian River 2,600

Laurel Fire Department, Inc. Laurel 2,600

Leipsic Volunteer Fire Co. Leipsic 2,600

Lewes Fire Department, Inc. Lewes 2,600

Little Creek Volunteer Fire Co. Little Creek 2,600

Magnolia Volunteer Fire Co. Magnolia 2,600

Memorial Fire Company Slaughter Beach 2,600

Minquas Fire Co. No. 1 Newport 2,600

Millville Volunteer Fire Co. Millville 2,600

Milton Volunteer Fire Co. Milton 2,600

Millsboro Volunteer Fire Co. Millsboro 2,600

Port Penn Volunteer Fire Co., Inc. Port Penn 2,600

Rehoboth Volunteer Fire Co., Inc Rehoboth 2,600

Robbins Hose Company Dover 2,600

Roxana Volunteer Fire Co. Roxana 2,600

Seaford Volunteer Fire Co., Inc. Seaford 2,600

South Bowers Fire Co. South Bowers 2,600

TOTAL $ 65,000

(f) There is appropriated to the Mayor and Council of Wilmington the following sums to be used for:

(i) The prevention and extinguishment of fires throughout

the City of Wilmington and for the maintenance of the

apparatus and equipment of the 7 fire companies organized

and equipped in the City. $ 148,800

(ii) The maintenance of aerial or platform trucks and for the

training of personnel in the techniques of extinguishing

high-rise fires throughout the City of Wilmington. $ 8,400

(iii) The maintenance and operation of rescue boats in the public service $ 2,600

TOTAL $ 159,800

(g) There is appropriated to the listed fire companies the following sums to help level up the insurance premium tax revenues to be used for the maintenance of apparatus and equipment:

Bethany Beach Volunteer Fire Co. Bethany Beach $ 27,900

Blades Volunteer Fire Co., Inc. Blades 27,900

Bowers Volunteer Fire Co., Inc. Bowers 27,900

Bridgeville Volunteer Fire Co. Bridgeville 27,900

Camden-Wyoming Fire Co. Camden 27,900

Carlisle Fire Co. Milford 27,900

Cheswold Volunteer Fire Co. Cheswold 27,900

Citizens' Hose Co. No. 1, Inc. Smyrna 27,900

Clayton Fire Co. Clayton 27,900

Dagsboro Volunteer Fire Co. Dagsboro 27,900

Delmar Fire Department Delmar 27,900

Ellendale Volunteer Fire Co. Ellendale 27,900

Farmington Volunteer Fire Co. Farmington 27,900

Felton Community Fire Co. Felton 27,900

Frankford Volunteer Fire Co. Frankford 27,900

Frederica Volunteer Fire Co. Frederica 27,900

Georgetown Fire Co., Inc. Georgetown 27,900

Greenwood Volunteer Fire Co. Greenwood 27,900

Gumboro Volunteer Fire Co., Inc. Gumboro 27,900

Harrington Fire Co. Harrington 27,900

Hartly Volunteer Fire Co. Hartly 27,900

Houston Volunteer Fire Co. Houston 27,900

Indian River Volunteer Fire Co. Indian River 27,900

Laurel Fire Department, Inc. Laurel 27,900

Leipsic Volunteer Fire Co. Leipsic 27,900

Lewes Fire Department, Inc. Lewes 27,900

Little Creek Volunteer Fire Co. Little Creek 27,900

Magnolia Volunteer Fire Co. Magnolia 27,900

Marydel Volunteer Fire Co., Inc. Marydel 27,900

Millsboro Fire Co. Millsboro 27,900

Millville Volunteer Fire Co. Millville 27,900

Milton Volunteer Fire Co. Milton 27,900

Rehoboth Beach Volunteer Fire Co. Rehoboth Beach 27,900

Robbins Hose Co. Dover 27,900

Roxana Volunteer Fire Co. Roxana 27,900

Seaford Volunteer Fire Dept., Inc. Seaford 27,900

Selbyville Volunteer Fire Co., Inc. Selbyville 27,900

Slaughter Beach Memorial Fire Co. Slaughter Beach 27,900

South Bowers Fire Co. South Bowers 27,900

TOTAL $ 1,088,100

(h) (1) There is appropriated to the listed fire companies the following sums to provide Insurance Rebate Equalization for operations of volunteer fire companies:

Kent County

Bowers Volunteer Fire Co., Inc. Bowers $ 22,401

Camden-Wyoming Fire Co. Camden 22,401

Carlisle Fire Co. Milford 22,401

Cheswold Volunteer Fire Co. Cheswold 22,401

Citizens' Hose Co. No. 1, Inc. Smyrna 22,401

Clayton Fire Co. Clayton 22,401

Farmington Volunteer Fire Co. Farmington 22,401

Felton Community Fire Co. Felton 22,401

Frederica Volunteer Fire Co. Frederica 22,401

Harrington Fire Co. Harrington 22,401

Hartly Volunteer Fire Co. Hartly 22,401

Houston Volunteer Fire Co. Houston 22,401

Leipsic Volunteer Fire Co. Leipsic 22,401

Little Creek Volunteer Fire Co. Little Creek 22,401

Magnolia Volunteer Fire Co. Magnolia 22,401

Marydel Volunteer Fire Co., Inc. Marydel 22,401

Robbins Hose Co. Dover 22,401

South Bowers Fire Co. South Bowers 22,401

Sussex County

Bethany Beach Volunteer Fire Co. Bethany Beach $ 22,401

Blades Volunteer Fire Co., Inc. Blades 22,401

Bridgeville Volunteer Fire Co. Bridgeville 22,401

Dagsboro Volunteer Fire Co. Dagsboro 22,401

Delmar Fire Department Delmar 22,401

Ellendale Volunteer Fire Co. Ellendale 22,401

Frankford Volunteer Fire Co. Frankford 22,401

Georgetown Fire Co., Inc. Georgetown 22,401

Greenwood Volunteer Fire Co. Greenwood 22,401

Gumboro Volunteer Fire Co., Inc. Gumboro 22,401

Indian River Volunteer Fire Co. Indian River 22,401

Laurel Fire Department, Inc. Laurel 22,401

Lewes Fire Department, Inc. Lewes 22,401

Millsboro Fire Co. Millsboro 22,401

Millville Volunteer Fire Co. Millville 22,401

Milton Volunteer Fire Co. Milton 22,401

Rehoboth Beach Volunteer Fire Co. Rehoboth Beach 22,401

Roxana Volunteer Fire Co. Roxana 22,401

Seaford Volunteer Fire Dept., Inc. Seaford 22,401

Selbyville Volunteer Fire Co., Inc. Selbyville 22,401

Slaughter Beach Memorial Fire Co. Slaughter Beach 22,401

TOTAL $ 873,639

(2) For Fiscal Year 2010 a calculation was made to determine the increase that the New Castle County Volunteer Fire Companies received for the insurance premium tax in Calendar Year 2008 versus Calendar Year 2007. That amount was added to the base allocation to each Volunteer Fire Company in Kent and Sussex Counties. (The base represents $ included in the Fiscal Year 1999 Grant-in-Aid Appropriation Bill.) For each subsequent fiscal year, a similar calculation will be made and if there is an increase from one fiscal year to the next fiscal year, that amount will be added to the $ base to become the amount to be paid for that fiscal year. At no time will the amount for Kent and Sussex Volunteer Fire Companies be less than the base amount of $22,401.

(i) There is hereby appropriated to the listed fire companies the following sums for operation of substations:

New Castle County

Aetna Hose, Hook and Ladder Co. – 3 substations Newark $ 35,400

Christiana Fire Co. – 2 substations Christiana 23,600

Claymont Fire Co. Claymont 11,800

Mill Creek Fire Department Marshallton 11,800

Odessa Fire Co., Inc. Odessa 11,800

Volunteer Hose Middletown 11,800

Wilmington Manor Volunteer Fire Co., Inc. Wilmington Manor 11,800

Kent County

Robbins Hose Co. Dover $ 11,800

Sussex County

Bethany Beach Volunteer Fire Co. Bethany Beach $ 11,800

Indian River Fire Co. Indian River 11,800

Lewes Fire Department, Inc. Lewes 11,800

Rehoboth Fire Volunteer Fire Co. Rehoboth Beach 11,800

Lewes-Rehoboth Substation #3 Rehoboth 11,800

Roxana Volunteer Fire Co. Roxana 11,800

TOTAL $ 200,600

(j) There is appropriated to the listed organizations the following sums to be used for the operation and maintenance of ambulances in the public service:

American Legion, Kent Post #14 Smyrna $ 3,600

American Legion, Sussex Post #8 Georgetown $ 3,600

Mid-Sussex Rescue Squad, Inc. Millsboro $ 3,600

TOTAL $ 10,800

TOTAL - Section 3 $ 4,205,139

Section (a) Funds are hereby appropriated to the following grants-in-aid in the amounts listed and shall be used to furnish services through a duly selected service officer to Delaware Veterans of the Armed Forces of the United States, their widows and orphans, by providing contact services in Sussex, Kent and New Castle Counties:

American Legion $ 36,000

Disabled American Veterans 30,000

Colonial Chapter Paralyzed Veterans 30,000

Military Order of the Purple Heart 3,4 00

Veterans of Foreign Wars 36,0 00

Vietnam Veterans of America, Chapter 83 30,000

   

(b) Funds are hereby appropriated to the following grants-in-aid in the amounts listed for operations expenses:

American Legion $ 8,800

Disabled American Veterans 8,800

Jewish War Veterans 5,100

Colonial Chapter Paralyzed Veterans 7 ,500

Veterans of Foreign Wars 8,800

Vietnam Veterans of America, Chapter 83 8,800

   

Other--American Legion, Dept. of Delaware  

Boy's State $ 7,900

Girl's State 7,900

Trooper Youth Week 2,800

(c) Expenses for Memorial Day programs incurred by local Posts in Sussex, Kent and New Castle Counties shall be reimbursed out of operation expenses appropriated in subsection (b) of this Section on vouchers properly submitted to and approved by their representative veterans' organizations.

(d) The sum of $7,900 is hereby appropriated to the American Legion, Department of Delaware, for the bearing of expenses incident to the holding of Boys' State.

(e) The sum of $7,900 is hereby appropriated to the American Legion Auxiliary, Department of Delaware, for the bearing of expenses incident to the holding of Girls' State.

(f) The sum of $2,800 is hereby appropriated to the American Legion, Department of Delaware, for the bearing of expenses incident to the holding of Trooper Youth Week in conjunction with the Delaware State Police.

(g) The funds appropriated by this Section shall be paid to the Finance Officer of the respective veterans' organizations, upon warrants signed by the proper Finance Officer and approved by the Secretary, Department of Finance.

TOTAL - Section 4 $231,800

Section In order to be considered for a Grant-in-Aid Appropriation under Section 1 or Section 2 of this Act, an agency must meet the following criteria:

1. Be an incorporated non-profit (or under the umbrella of a parent organization which is an

incorporated, non-profit) for two years prior to receiving funding;

1. Have By-laws that clearly state the purpose of the Corporation and include definition of duties

of Board of Directors;

1. Have an active, community-represented, volunteer Board of Directors that sets policies, goals and

objectives, and maintains minutes of regularly scheduled meetings and any special meetings;

1. Have programs that are unduplicated by other state supported agencies and satisfy unmet human

needs of the community; have personnel policies including job descriptions and classifications;

1. No agency shall use Grant-in-Aid funds to pay any part of an elected official’s salary or benefits;

1. Have competent executives, competent staffing and reasonable facilities;

1. Practice non-discrimination;

1. Have accounting (budget) procedures and an annual audit;

1. Use funds in accordance with the application;

1. Demonstrate community support;

1. Request funds only for a program which does not receive full funding from other sources of revenue.

Section (a) No funds appropriated in this Act shall be expended in a political campaign or for partisan political purposes.

(b) No funds appropriated in this Act may be used to hire lobbyists.

Section The Controller General may from time to time contract for or conduct performance and/or financial

audits of any non-state agency for which funds are appropriated in this Act.

Section Funds appropriated in this Act shall not be used by any agency to provide child day care. It is the

intent of the General Assembly that no funds will be appropriated in Fiscal Years 2010 and 2011 in grants-in-aid to agencies for the purchase of capital equipment, relocation, rehabilitation, renovation or purchase of buildings.

Organizations will not be eligible for consideration of a grant-in-aid appropriation unless they have been incorporated and operating for a two-year period prior to June 30th of the fiscal year in which they apply for funding for the following fiscal year.

Section 29 Del. C. §6505(d) provides that monies appropriated for Grants-in-Aid in Fiscal Year 2010 shall be paid in quarterly installments. For Fiscal Year 2010 such payments shall be paid in 4 equal installments, 1 each in July, October, January and April. Upon notification by the Chairman of the Joint Finance Committee, the State Treasurer shall be directed to withhold such installment payment(s). An installment payment may be delayed or withheld if the grant-in-aid recipient:

(a) Has not submitted a quarterly statement of expenditures if required to do so;

(b) Expended funds from the grant-in-aid for purposes not intended by the General Assembly;
